Name,Price,Market price,Location,Thumbnail,Images,Gear,Odometer,Fuel type,Car condition,Other features,Dealer name,Page link,Second Condition,Make,Model,Year of Manufacture,Color,Registered Car,Trim,Body,Drivetrain,Engine Size,Number of Cylinders,Horse Power,Seats,Exchange Possible,VIN Chassis number
Mercedes-Benz C300 2012 White,"₦ 8,500,000,",₦ 7.2 M ~ 7.56 M,"Lagos, Abule Egba",https://pictures-nigeria.jijistatic.com/116818437_NjIwLTgyNy1jNTRiMTQ1NmZk.webp,https://pictures-nigeria.jijistatic.com/116818437_MTExLTE0OC1jNTRiMTQ1NmZk.webp | https://pictures-nigeria.jijistatic.com/116818428_MTExLTE0OC0zYTAyYzM2NmMy.webp | https://pictures-nigeria.jijistatic.com/116818440_MTExLTE0OC0wNWIzZTdmZjE5.webp | https://pictures-nigeria.jijistatic.com/116818431_MTExLTgzLTBmNTUxMjMxYjY.webp | https://pictures-nigeria.jijistatic.com/116818407_MTExLTgzLTI2OTA3N2U2ZWM.webp,Automatic,,,Foreign Used,,Alphatop,https://jiji.ng/lagos-abule-egba/cars/mercedes-benz-c300-2012-white-ASGgWrnf4MFjWOFC0drMaGdI.html,No faults,Mercedes-Benz,C300,2012,White,No,,,,,,,,,
Lexus LC 500 RWD 2017 Black,"₦ 76,000,000",,"Lagos, Victoria Island",https://pictures-nigeria.jijistatic.com/74514379_NjIwLTQ2NS05NWQ5NjkwZjI3.webp,https://pictures-nigeria.jijistatic.com/74514379_MTExLTgzLTk1ZDk2OTBmMjc.webp | https://pictures-nigeria.jijistatic.com/74514383_MTExLTgzLTQ4Y2RlZDQ0ZDg.webp | https://pictures-nigeria.jijistatic.com/74514380_MTExLTgzLTgwYjQ4MmM4MmY.webp | https://pictures-nigeria.jijistatic.com/74514376_MTExLTgzLTBmYzc3OTY2NDI.webp | https://pictures-nigeria.jijistatic.com/74514381_MTExLTgzLWIzMWQ5ZDZhODE.webp,Automatic,,Petrol,Foreign Used,,LANSHI GLOBAL,https://jiji.ng/victoria-island/cars/lexus-lc-500-rwd-2017-black-zLpUe1vSEYjvxuEIS61yrkLf.html,No faults,Lexus,LC,2017,Black,No,500 RWD,Coupe,Rear Wheel,5000           cc,8,471           hp,4,,
Toyota RAV4 Limited 2008 Blue,"₦ 5,200,000",₦ 5.44 M ~ 5.6 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/101440274_NjIwLTQ2NS1jYjdjYWU0NjIz.webp,https://pictures-nigeria.jijistatic.com/101440274_MTExLTgzLWNiN2NhZTQ2MjM.webp | https://pictures-nigeria.jijistatic.com/101440273_MTExLTgzLWRmYTI3NWI2ZDY.webp | https://pictures-nigeria.jijistatic.com/101440250_MTExLTgzLTk4MTE3ZGE4ZWI.webp | https://pictures-nigeria.jijistatic.com/101440251_MTExLTgzLTRjOWVlOWJiM2E.webp | https://pictures-nigeria.jijistatic.com/101440248_MTExLTgzLWJhNGExOGZiZDc.webp,Automatic,105000 km,Petrol,Foreign Used,,Opeyemi Odunayo,https://jiji.ng/lekki/cars/toyota-rav4-limited-2008-blue-p9J18RtZJFU34Z4JPJOODcFI.html,No faults,Toyota,RAV4,2008,Blue,No,Limited,SUV,All Wheel,2400           cc,4,,5,No,
Toyota Camry 2006 Gold,"₦ 2,400,000,",₦ 2.45 M ~ 2.6 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/117188361_NjIwLTQ2NS05Y2RjNDhiMTQ1.webp,https://pictures-nigeria.jijistatic.com/117188361_MTExLTgzLTljZGM0OGIxNDU.webp | https://pictures-nigeria.jijistatic.com/117188377_MTExLTgzLWIwZDg4NjI0MzI.webp | https://pictures-nigeria.jijistatic.com/117188373_MTExLTgzLTkwYjQ0ODU5YmY.webp | https://pictures-nigeria.jijistatic.com/117188374_MTExLTgzLTMyNDU2MmM2ZTQ.webp | https://pictures-nigeria.jijistatic.com/117188366_MTExLTgzLTk2MTI4NTJkZDQ.webp,Automatic,,,Nigerian Used,,Retrace Autos,https://jiji.ng/ikeja/cars/toyota-camry-2006-gold-6iGPiMRUQY8TWdpZ1tnoC1gW.html,Original parts,Toyota,Camry,2006,Gold,Yes,,,,,,,,,
Toyota Coaster 2011 Gold,"₦ 18,000,000",,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/115526752_NjIwLTM0OC0xZjMzZDBmNTk3.webp,https://pictures-nigeria.jijistatic.com/115526752_MTExLTYyLTFmMzNkMGY1OTc.webp | https://pictures-nigeria.jijistatic.com/115526755_MTExLTYyLWE4MTFkZWY4MTM.webp | https://pictures-nigeria.jijistatic.com/115526757_MTExLTgzLTUyZGMwNjMwYjU.webp | https://pictures-nigeria.jijistatic.com/115526758_MTExLTgzLWU0MTY2N2IyMWM.webp | https://pictures-nigeria.jijistatic.com/115526759_MTExLTgzLTU2YWNmZDg3YmI.webp,Manual,151211 km,,Foreign Used,,Ifeakanwa Joseph,https://jiji.ng/surulere/cars/toyota-coaster-2011-gold-5ua2M9hwuPqhDT57bOkade9c.html,"No faults, Unpainted",Toyota,Coaster,2011,Gold,No,,,,,,,,,
Mercedes-Benz GLK-Class 350 4MATIC 2012 Gold,"₦ 6,000,000",₦ 6.7 M ~ 7 M,"Lagos, Isolo",https://pictures-nigeria.jijistatic.com/117344482_NjIwLTQ2NS1hMWMxNWRkYzhk.webp,https://pictures-nigeria.jijistatic.com/117344482_MTExLTgzLWExYzE1ZGRjOGQ.webp | https://pictures-nigeria.jijistatic.com/117344479_MTExLTgzLTA3NjdiMzNjMmE.webp | https://pictures-nigeria.jijistatic.com/117344565_MTExLTgzLTVhNzEzMjEzYWY.webp | https://pictures-nigeria.jijistatic.com/117344566_MTExLTgzLTY3ODJkMTljY2U.webp | https://pictures-nigeria.jijistatic.com/117344962_MTExLTgzLWVhNzJmOTdhOGU.webp,Automatic,,Petrol,Nigerian Used,,Peters Link Motors,https://jiji.ng/isolo/cars/mercedes-benz-glk-class-350-4matic-2012-gold-5gtMMfnQxK1mq0r4VS0Rg24q.html,No faults,Mercedes-Benz,GLK-Class,2012,Gold,Yes,350 4MATIC,SUV,All Wheel,3500           cc,6,268           hp,5,,
Mercedes-Benz C300 2012 Blue,"₦ 8,000,000",₦ 6.84 M ~ 7.26 M,"Delta, Warri",https://pictures-nigeria.jijistatic.com/115829079_NjIwLTQ2NS1kYzI4ZjdkZjFlLTE.webp,https://pictures-nigeria.jijistatic.com/115829079_MTExLTgzLWRjMjhmN2RmMWUtMQ.webp | https://pictures-nigeria.jijistatic.com/115829069_MTExLTgzLWY1MmM4MjgyMGItMQ.webp | https://pictures-nigeria.jijistatic.com/115829072_MTExLTgzLWRjZTIyNWVlMGMtMQ.webp | https://pictures-nigeria.jijistatic.com/115829073_MTExLTgzLWNjNGZjYjM5MTktMQ.webp | https://pictures-nigeria.jijistatic.com/115829075_MTExLTgzLTAwOTg5MWIwZjAtMQ.webp,Automatic,,Petrol,Foreign Used,,Benjamin Epetiegho,https://jiji.ng/warri-south/cars/mercedes-benz-c300-2012-blue-mmA6U6844JsY3KyrPiEGpqhs.html,No faults,Mercedes-Benz,C300,2012,Blue,Yes,Luxury 4Matic Sedan AWD (3.0L 6cyl 7A),Sedan,All Wheel,3000           cc,6,228           hp,5,,
Toyota Venza V6 2009 Brown,"₦ 8,800,000,",₦ 8.81 M ~ 9.49 M,"Lagos, Ojota",https://pictures-nigeria.jijistatic.com/113133709_NjIwLTgyNy1iNzgzZjJjNzk3.webp,https://pictures-nigeria.jijistatic.com/113133709_MTExLTE0OC1iNzgzZjJjNzk3.webp | https://pictures-nigeria.jijistatic.com/113133698_MTExLTE0OC1mODIyNzgyZTgy.webp | https://pictures-nigeria.jijistatic.com/113133688_MTExLTE0OC02ZmFjZDljMTdl.webp | https://pictures-nigeria.jijistatic.com/113133691_MTExLTE0OC1kYzE1ZjFmZjE3.webp | https://pictures-nigeria.jijistatic.com/113133707_MTExLTE0OC1jNGRiMWQwZTRk.webp,Automatic,,Petrol,Foreign Used,,De-balariels global vent. Ltd,https://jiji.ng/ojota/cars/toyota-venza-v6-2009-brown-i6o73PbWBXNMfGQYzVWl5Gks.html,No faults,Toyota,Venza,2009,Brown,No,V6,Crossover,Front Wheel,3500           cc,6,273           hp,5,,
Toyota Sienna 7 Passenger 2012 Silver,"₦ 8,500,000",₦ 8 M ~ 9 M,"Lagos, Isolo",https://pictures-nigeria.jijistatic.com/28561202_img-20190425-wa0005_620x827.jpg,https://pictures-nigeria.jijistatic.com/28561202_img-20190425-wa0005_111x148.jpg | https://pictures-nigeria.jijistatic.com/28561176_img-20190425-wa0011_111x83.jpg | https://pictures-nigeria.jijistatic.com/28561179_img-20190425-wa0010_111x83.jpg | https://pictures-nigeria.jijistatic.com/28561183_img-20190425-wa0009_111x83.jpg | https://pictures-nigeria.jijistatic.com/28561184_img-20190425-wa0007_111x83.jpg,Automatic,46000 km,,Foreign Used,,baseline autos,https://jiji.ng/isolo/cars/toyota-sienna-7-passenger-2012-silver-3qlosEJqNHpxhNdBGAmPHby2.html,No faults,Toyota,Sienna,2012,Silver,No,7 Passenger,,,,,,,,
Toyota Camry 2007 Black,"₦ 4,250,000",₦ 4.3 M ~ 4.5 M,"Lagos, Abule Egba",https://pictures-nigeria.jijistatic.com/117152025_NjIwLTgyNy03ZmZiMjQzNTBh.webp,https://pictures-nigeria.jijistatic.com/117152025_MTExLTE0OC03ZmZiMjQzNTBh.webp | https://pictures-nigeria.jijistatic.com/117145615_MTExLTgzLWMxYWM0MjQzNzg.webp | https://pictures-nigeria.jijistatic.com/117145600_MTExLTE0OC1hNWFjYzExYzg2.webp | https://pictures-nigeria.jijistatic.com/117145598_MTExLTE0OC1mZjE4MmFhZGZj.webp | https://pictures-nigeria.jijistatic.com/117145599_MTExLTE0OC05YzE1ZWMyM2U0.webp,Automatic,150253 km,Petrol,Foreign Used,,Ope Yemi,https://jiji.ng/lagos-abule-egba/cars/toyota-camry-2007-black-keiSfzrabNfJuP7jRhYCaSPM.html,No faults,Toyota,Camry,2007,Black,No,LE 4dr Sedan (2.4L 4cyl 5A),Sedan,Front,2400           cc,4,158           hp,5,,
Lexus GX 460 Luxury 2019 Blue,"₦ 41,700,000",₦ 39.81 M ~ 43.85 M,"Lagos, Ojota",https://pictures-nigeria.jijistatic.com/110815548_NjIwLTQyMi1mZjVjMGMyNGI4.webp,https://pictures-nigeria.jijistatic.com/110815548_MTExLTc2LWZmNWMwYzI0Yjg.webp | https://pictures-nigeria.jijistatic.com/110815556_MTExLTc2LThiMTMxZjYzZTg.webp | https://pictures-nigeria.jijistatic.com/110815544_MTExLTc0LWQ5N2YzYjdkYTQ.webp | https://pictures-nigeria.jijistatic.com/110815547_MTExLTc0LTMzNjIxYWNmYjU.webp | https://pictures-nigeria.jijistatic.com/110815546_MTExLTc0LTY5MjMyZDBiZjI.webp,Automatic,7855 km,Petrol,Foreign Used,,Carloha Nigeria Limited,https://jiji.ng/ojota/cars/lexus-gx-460-luxury-2019-blue-rse2fS2szKvxzJ78Kry3zUfU.html,"Original parts, No faults",Lexus,GX,2019,Blue,No,460 Luxury,SUV,4x4,4600           cc,8,301           hp,7,No,JTJBM7FX7K5******
Honda Crosstour 2010 Red,"₦ 3,750,000",₦ 3.41 M ~ 3.8 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/117333455_NjIwLTQ0MC0wNDBhMmU0Nzdl.webp,https://pictures-nigeria.jijistatic.com/117333455_MTExLTc5LTA0MGEyZTQ3N2U.webp | https://pictures-nigeria.jijistatic.com/117333461_MTExLTkyLWE2NmQ5NjJjMTU.webp | https://pictures-nigeria.jijistatic.com/117333462_MTExLTg3LTY2ZGJmZTFiYTU.webp | https://pictures-nigeria.jijistatic.com/117333481_MTExLTEzMy1jMTAwYmM4YTRm.webp | https://pictures-nigeria.jijistatic.com/117333480_MTExLTEyOC0yNzdmMTY0OTlh.webp,Automatic,,,Nigerian Used,,CRATES EMPIRE,https://jiji.ng/ikeja/cars/honda-crosstour-2010-red-oNHiVABJdkSGPOyZRiDhy2Ct.html,No faults,Honda,Crosstour,2010,Red,,,,,,,,,,
Lexus GX 470 Sport Utility 2005 White,"₦ 7,650,000",₦ 7.71 M ~ 8.09 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/97551782_NjIwLTQ2NS1kNzI2ZWNhODAw.webp,https://pictures-nigeria.jijistatic.com/97551782_MTExLTgzLWQ3MjZlY2E4MDA.webp | https://pictures-nigeria.jijistatic.com/97551575_MTExLTgzLWUwZDMyOGQ1YjE.webp | https://pictures-nigeria.jijistatic.com/97551576_MTExLTgzLTJlZDE3ZjJlNTM.webp | https://pictures-nigeria.jijistatic.com/97551585_MTExLTgzLWIzZjdmNDczYTk.webp | https://pictures-nigeria.jijistatic.com/97551587_MTExLTgzLWQ1ZTdmNjAxYmQ.webp,Automatic,,Petrol,Foreign Used,,Chidozie Automobiles,https://jiji.ng/amuwo-odofin/cars/lexus-gx-470-sport-utility-2005-white-eRiaRStyO6GaOlbLIKCALmJu.html,No faults,Lexus,GX,2005,White,,470 Sport Utility,SUV,All Wheel,4700           cc,8,274           hp,7,,
Toyota Avensis 2014 Black,"₦ 1,950,000,",,"Lagos, Alimosho",https://pictures-nigeria.jijistatic.com/117220340_NjIwLTgyNy0wYjNkMGI2MzY1.webp,https://pictures-nigeria.jijistatic.com/117220340_MTExLTE0OC0wYjNkMGI2MzY1.webp | https://pictures-nigeria.jijistatic.com/117220346_MTExLTE0OC00MzgyYmNiNzAy.webp | https://pictures-nigeria.jijistatic.com/117220341_MTExLTE0OC05YTVjM2QyMDlk.webp | https://pictures-nigeria.jijistatic.com/117220344_MTExLTE0OC1kM2U2OThlYTZm.webp | https://pictures-nigeria.jijistatic.com/117220349_MTExLTE0OC0xOTNmZjE3OWU2.webp,Automatic,100000 km,,Nigerian Used,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags,waaj,https://jiji.ng/alimosho/cars/toyota-avensis-2014-black-CcLxsA7dfeVEOT36ab9EcOO9.html,"First owner, First registration",Toyota,Avensis,2014,Black,Yes,,,,,,,,Yes,
Lexus IS 2008 Red,"₦ 4,750,000",₦ 5.2 M ~ 5.5 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/117326159_NjIwLTY3Ny01MWRiZTExMTQx.webp,https://pictures-nigeria.jijistatic.com/117326159_MTExLTEyMS01MWRiZTExMTQx.webp | https://pictures-nigeria.jijistatic.com/117326154_MTExLTEwMy0zNTZiZjJhZWNm.webp | https://pictures-nigeria.jijistatic.com/117326155_MTExLTk0LTRmY2IzYzVjNjU.webp | https://pictures-nigeria.jijistatic.com/117326153_MTExLTEwMi02NjcyMDM0NGEx.webp | https://pictures-nigeria.jijistatic.com/117326156_MTExLTkxLTNhMWNmNjlmZTk.webp,Automatic,,,Foreign Used,,Megalio,https://jiji.ng/ikeja/cars/lexus-is-2008-red-x4FEqx5lhFuEGYR0rCEFP0Jo.html,No faults,Lexus,IS,2008,Red,No,,,,,,,,,
Toyota Land Cruiser 4.0 V6 GX-R 2014 Black,"₦ 26,000,000",₦ 25.1 M ~ 26.5 M,"Lagos, Magodo",https://pictures-nigeria.jijistatic.com/109925882_NjIwLTgyNy1mNTI0NTY2NDYz.webp,https://pictures-nigeria.jijistatic.com/109925882_MTExLTE0OC1mNTI0NTY2NDYz.webp | https://pictures-nigeria.jijistatic.com/109925895_MTExLTE0OC03OGE3ODdhZTI4.webp | https://pictures-nigeria.jijistatic.com/109925920_MTExLTE0OC05NDYzZGU4NGUy.webp | https://pictures-nigeria.jijistatic.com/109925922_MTExLTE0OC01MGIzOWM2NmFk.webp | https://pictures-nigeria.jijistatic.com/109925916_MTExLTE0OC1lOWVjNDE1MjZk.webp,Automatic,,Petrol,Nigerian Used,,lanpets,https://jiji.ng/magodo/cars/toyota-land-cruiser-4-0-v6-gx-r-2014-black-rGlHZCSRsofu1ZmCIUfxPrlm.html,No faults,Toyota,Land Cruiser,2014,Black,Yes,4.0 V6 GX-R,SUV,4x4,4000           cc,6,271           hp,8,Yes,
Toyota Sienna LE 7 Passenger 2011 Gray,"₦ 7,600,000,",₦ 7.18 M ~ 7.81 M,"Abuja, Jabi",https://pictures-nigeria.jijistatic.com/115891200_NjIwLTgyNy05ZjMwMjRhNjQw.webp,https://pictures-nigeria.jijistatic.com/115891200_MTExLTE0OC05ZjMwMjRhNjQw.webp | https://pictures-nigeria.jijistatic.com/115891191_MTExLTE0OC1jYTU4NWY4NGM1.webp | https://pictures-nigeria.jijistatic.com/115891186_MTExLTgzLTFmMTA4NDYyNTQ.webp | https://pictures-nigeria.jijistatic.com/115891185_MTExLTgzLTY4NThlMjMzY2U.webp | https://pictures-nigeria.jijistatic.com/115891184_MTExLTgzLTA0ZTQ4MWQ4OWU.webp,Automatic,73000 km,Petrol,Foreign Used,Alloy Wheels | Airbags | CD Player | Armrests | Cup Holders | AM/FM Radio | Cruise Control | LED Headlights | Air Conditioning,Khrome Motors,https://jiji.ng/jabi/cars/toyota-sienna-le-7-passenger-2011-gray-xBKrBVoS4HAHnopjXgh0JiCd.html,No faults,Toyota,Sienna,2011,Gray,No,LE 7 Passenger,Minivan,All Wheel,3500           cc,6,270           hp,7,,
Toyota Venza V6 2010 Black,"₦ 6,000,000,",₦ 5.9 M ~ 6.1 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/116117600_NjIwLTQ2NS0xYTEzM2MxY2Yy.webp,https://pictures-nigeria.jijistatic.com/116117600_MTExLTgzLTFhMTMzYzFjZjI.webp | https://pictures-nigeria.jijistatic.com/116123134_MTExLTE0OC0xNTI2MDE4MWE2.webp | https://pictures-nigeria.jijistatic.com/116123136_MTExLTE0OC1mY2E1ZDlhYTZj.webp | https://pictures-nigeria.jijistatic.com/116117554_MTExLTgzLTllMjY3NzYwNjQ.webp | https://pictures-nigeria.jijistatic.com/116123137_MTExLTE0OC1mZTU2ZGY4OWY1.webp,Automatic,88000 km,Petrol,Nigerian Used,,Affordable-Autos,https://jiji.ng/lekki/cars/toyota-venza-v6-2010-black-l6qoF2XBCy2Fp5dn6ixvnqCU.html,"No faults, Unpainted, Original parts",Toyota,Venza,2010,Black,Yes,V6,Crossover,Front Wheel,3500           cc,6,273           hp,5,,
Mercedes-Benz M Class 2014 Black,"₦ 15,680,000",₦ 14.95 M ~ 15.37 M,"Lagos, Gbagada",https://pictures-nigeria.jijistatic.com/116462892_NjIwLTQ2NC1jYTFkMDU3Y2Vl.webp,https://pictures-nigeria.jijistatic.com/116462892_MTExLTgzLWNhMWQwNTdjZWU.webp | https://pictures-nigeria.jijistatic.com/116462887_MTExLTgzLTdiN2I0NGRiMWU.webp | https://pictures-nigeria.jijistatic.com/116462890_MTExLTgzLTYyMTUxN2MzNDI.webp | https://pictures-nigeria.jijistatic.com/116462889_MTExLTgzLWU3ZjE4YzJmOTI.webp | https://pictures-nigeria.jijistatic.com/116462893_MTExLTgzLWRiZDdhMDg5NmY.webp,Automatic,84679 km,Petrol,Foreign Used,Electric Windows | Sidesteps | Leather Seats | Anti-Lock Brakes | Xenon Lights | Front Fog Lamps | Bullbar | Blind Spot Monitor | Parking Sensors | Sunroof | Cup Holders | Air Conditioning | Airbags | Android Auto | Electric Mirrors | Parking Assist | Roof Rack | Alloy Wheels | LED Headlights | CD Player | Cruise Control | AM/FM Radio | Spotlight | Traction Control | Armrests | CarPlay,Global Motors Int'l Nig LTD,https://jiji.ng/gbagada/cars/mercedes-benz-m-class-2014-black-marBnfh8dMwCtgIPy1HuB2GV.html,"No faults, Unpainted, Original parts",Mercedes-Benz,M Class,2014,Black,No,ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A),SUV,All Wheel,3500           cc,6,302           hp,5,No,
Toyota Tacoma 2013 White,"₦ 12,500,000,",,"Lagos, Ajah",https://pictures-nigeria.jijistatic.com/117032955_NjIwLTQ2NS05M2IzZWIyOTA4.webp,https://pictures-nigeria.jijistatic.com/117032955_MTExLTgzLTkzYjNlYjI5MDg.webp | https://pictures-nigeria.jijistatic.com/117032950_MTExLTgzLWVjYTM5NjdkMTQ.webp | https://pictures-nigeria.jijistatic.com/117032958_MTExLTgzLWM0NzU3ZTMwOTU.webp | https://pictures-nigeria.jijistatic.com/117032948_MTExLTgzLTVjZTEwYTFkYmU.webp | https://pictures-nigeria.jijistatic.com/117032945_MTExLTgzLWUzMjIxODgwY2E.webp,Automatic,66000 km,Petrol,Nigerian Used,Blind Spot Monitor | Anti-Lock Brakes | Cup Holders | Front Fog Lamps | Air Conditioning | Airbags | Alloy Wheels | CD Player | Cruise Control | AM/FM Radio,walex,https://jiji.ng/ajah/cars/toyota-tacoma-2013-white-vdhvdzBawHKVUZXOYpuTUmWs.html,"No faults, Original parts, Unpainted",Toyota,Tacoma,2013,White,Yes,Double Cab 4x2 PreRunner Long Bed 4.0L V6 5-Speed Auto,Pickup,Rear Wheel,4000           cc,6,236           hp,5,,
Ford Edge 2011 Burgandy,"₦ 5,900,000",₦ 6.18 M ~ 6.58 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/113750751_NjIwLTQ2NS0wMDllMzZkYjBj.webp,https://pictures-nigeria.jijistatic.com/113750751_MTExLTgzLTAwOWUzNmRiMGM.webp | https://pictures-nigeria.jijistatic.com/113750730_MTExLTgzLTdmNzMzYTA2OTY.webp | https://pictures-nigeria.jijistatic.com/113750732_MTExLTgzLTZmYWRmMTJkZWE.webp | https://pictures-nigeria.jijistatic.com/113750736_MTExLTgzLWU4MDlmYTUwOWQ.webp | https://pictures-nigeria.jijistatic.com/113750739_MTExLTgzLTliYThhM2FiMTk.webp,Automatic,88231 km,Petrol,Foreign Used,,Ifeakanwa Joseph,https://jiji.ng/surulere/cars/ford-edge-2011-burgandy-jT6eNbnqZBVGlHETj8VmSaOc.html,"Unpainted, No faults",Ford,Edge,2011,Burgandy,No,Limited 4dr 4x4 (3.5L 6cyl 6A),SUV,All Wheel,3500           cc,6,285           hp,5,,
Mercedes-Benz GLE-Class 2016 Black,"₦ 16,500,000",₦ 24.65 M ~ 27 M,"Abuja, Wuse",https://pictures-nigeria.jijistatic.com/111682756_NjIwLTQ2NC1lMjA4YzQ2NzAw.webp,https://pictures-nigeria.jijistatic.com/111682756_MTExLTgzLWUyMDhjNDY3MDA.webp | https://pictures-nigeria.jijistatic.com/111682757_MTExLTgzLTJlNzA2ZmVlYzA.webp | https://pictures-nigeria.jijistatic.com/111682760_MTExLTE0OC1iZGZlZmYzYmRh.webp | https://pictures-nigeria.jijistatic.com/111682759_MTExLTgzLTJjYWJkNzFkYTQ.webp | https://pictures-nigeria.jijistatic.com/111682758_MTExLTgzLTgxMDFlNzk4ODY.webp,Automatic,,,Foreign Used,,ShaibuAutomoble,https://jiji.ng/wuse/cars/mercedes-benz-gle-class-2016-black-m80ho32wgvufpveoI2Y7lRUm.html,No faults,Mercedes-Benz,GLE-Class,2016,Black,No,,,,,,,,,
Toyota Land Cruiser Prado 2.7 I 16V 2006 Black,"₦ 6,500,000",₦ 5.5 M ~ 6 M,"Lagos, Isolo",https://pictures-nigeria.jijistatic.com/114990160_NjIwLTM5Ni0xMTY0Y2JlZGMz.webp,https://pictures-nigeria.jijistatic.com/114990160_MTExLTcxLTExNjRjYmVkYzM.webp | https://pictures-nigeria.jijistatic.com/114990154_MTExLTc4LWI0MzY1NDJhNzA.webp | https://pictures-nigeria.jijistatic.com/114991252_MTExLTExMS1jMGYwYzRkNjU1.webp | https://pictures-nigeria.jijistatic.com/114990145_MTExLTgwLWJmMzAzNTcwNDc.webp | https://pictures-nigeria.jijistatic.com/114990149_MTExLTEzOS1hODkxY2ExODRj.webp,Automatic,,Petrol,Nigerian Used,,omo tolani,https://jiji.ng/isolo/cars/toyota-land-cruiser-prado-2-7-i-16v-2006-black-cSS40vjxSj01odemJ1IPIFRY.html,No faults,Toyota,Land Cruiser Prado,2006,Black,Yes,2.7 i 16V,SUV,All Wheel,2700           cc,4,163           hp,7,,
Mercedes-Benz Sprinter 2013 Yellow,"₦ 31,500,000",,"Abuja, Gwarinpa",https://pictures-nigeria.jijistatic.com/110628223_NjA3LTEwODAtMWY1YjZiNGU4NA.webp,https://pictures-nigeria.jijistatic.com/110628223_MTExLTE5Ny0xZjViNmI0ZTg0.webp | https://pictures-nigeria.jijistatic.com/111656125_MTExLTYyLTUzZmFiNjNjZmI.webp | https://pictures-nigeria.jijistatic.com/111656128_MTExLTYyLTFhNDZiOWNmMTU.webp | https://pictures-nigeria.jijistatic.com/111656127_MTExLTYyLTMzZTFjYTg0MGI.webp | https://pictures-nigeria.jijistatic.com/111656126_MTExLTYyLWZlMGQ1ZTVlM2I.webp,Automatic,45821 km,,Foreign Used,,Anyi Cash,https://jiji.ng/gwarinpa/cars/mercedes-benz-sprinter-2013-yellow-tsV6Q6Gj4WMQmfmmg4t6eJ9T.html,"Unpainted, Original parts, No faults",Mercedes-Benz,Sprinter,2013,Yellow,No,,,,,,,,,
Toyota Camry 2004 Blue,"₦ 3,150,000",₦ 3.25 M ~ 3.4 M,"Lagos, Abule Egba",https://pictures-nigeria.jijistatic.com/117145183_NjIwLTgyOC03NTQzMzBmN2E2.webp,https://pictures-nigeria.jijistatic.com/117145183_MTExLTE0OC03NTQzMzBmN2E2.webp | https://pictures-nigeria.jijistatic.com/117145192_MTExLTE0OC02OGRhZWM5YjVi.webp | https://pictures-nigeria.jijistatic.com/117145187_MTExLTE0OC0xNzZhYzU3OGQ1.webp | https://pictures-nigeria.jijistatic.com/117145186_MTExLTE0OC1lNjBkMDZjMzNm.webp | https://pictures-nigeria.jijistatic.com/117145195_MTExLTE0OC00YzA3ZTUzMDY1.webp,Automatic,155024 km,Petrol,Foreign Used,,Ope Yemi,https://jiji.ng/lagos-abule-egba/cars/toyota-camry-2004-blue-gbq64wZHz5kFBM2N2Dfo1Wur.html,No faults,Toyota,Camry,2004,Blue,No,LE 4dr Sedan (2.4L 4cyl 4A),Sedan,Front,2400           cc,4,157           hp,5,,
Toyota Camry 2010 Red,"₦ 2,100,000,",₦ 3.4 M ~ 3.55 M,"Lagos, Isolo",https://pictures-nigeria.jijistatic.com/115586618_NjIwLTM0OC03MGNiYzRiMzEw.webp,https://pictures-nigeria.jijistatic.com/115586618_MTExLTYyLTcwY2JjNGIzMTA.webp | https://pictures-nigeria.jijistatic.com/115586670_MTExLTYyLTIyNzAyZDM3ODQ.webp | https://pictures-nigeria.jijistatic.com/115586672_MTExLTYyLTEyZGI2YjFjMzY.webp | https://pictures-nigeria.jijistatic.com/115586675_MTExLTYyLTdkOTM3OGM4MjI.webp | https://pictures-nigeria.jijistatic.com/115586676_MTExLTYyLWFiMzAwNTc1YzU.webp,Automatic,105000 km,,Nigerian Used,,Onyebuchi Chibuzo,https://jiji.ng/isolo/cars/toyota-camry-2010-red-uiGDTBzPnRb46BagpcNvLUo3.html,No faults,Toyota,Camry,2010,Red,Yes,,,,,,,,,
